message_id,timestamp,sender,fwd,reply,content
108,15.04.2021 14:49:02,Āgenskalna klīnika,,,"Dzīve met interesantus lokus. Šeit ir atbilde un iemesls padomāt visiem, kas lielās ar savu vakcīnu un kas ""nevar vien sagaidīt"" savu vakcīnas devu. TV personība Midwin Charles, kas vienmēr lielījās ar savu vakcināciju pret Kovid 19 un pierunāja savu mammu potēties, mira 47 gadu vecumā 1 mēnesi pēc Pfizer pirmās devas saņemšanas. var jau protams domāt visu ko, bet, iespējams, šeit ir saistība.Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailemhttps://www.lifesitenews.com/news/tv-personality-who-boasted-of-being-vaccinated-pressuring-her-mom-to-do-the-same-dies-weeks-after-receiving-jab"
137,28.04.2021 11:16:45,Āgenskalna klīnika,,,"Mēs visi esam nomocījušies ar visiem šiem bezjēdzīgajiem ierobežojumiem - maskām, distancēšanos, mājsēdēm (stulbākais vārds, ko esmu dzirdējis) un citām muļķībām. Vai mēs uzdodam sev jautājumu - kāpēc tas viss? Vīruss? Diezin vai. Jo izdzīvošanas rādītājs saslimstot ar to ir 99,.... %. Tad kas? Tad kāpēc? Un ko mēs katrs darām, lai šis viss izbeigtos? Uzliekam masku ""tikai uz 5 minūtēm""? Pieciešam? Pasēžam mājās, jo ""tas taču nav ilgi""? Bet cik ilgi tas tā turpināsies? Cik ilgi mūs vēl mocīs? Tieši tik ilgi, cik mēs to ļausim. Tas ir sen zināms no psiholoģijas, ka ir varmāka un ir upuris. Un upuris vienmēr aizstāv  varmāku. Tas ir upura sindroms. Tad cik ilgi mēs būsim šajā upura lomā un mēģināsim saprast visas šīs muļķības? Cik ilgi mēs ļausim sevi spīdzināt? Cik ilgi mēs klausīsimies, ka vakcinācija ar eksperimentālām un nepārbaudītām vakcīnām ir mūsu vienīgais glābiņš? No kā mūs vēlas paglābt? No domāšanas. No saviem spriedumiem. No sapratnes par lietām. Jo bez tā nav iespējams realizēt globālu kontroli pār mums. Bez šīm sastāvdaļām nav iespējams mūs pakļaut. Tāds ir mērķis. Nevis pasaka par briesmīgo vīrusu, kuru neviens tā arī nav spējis pierādīt. Te vācu projekts - izcils monologs 18 minūšu garumā. par visu šo un vēl.Domājam. Mums jābūt vienotiem domās un rīcībā. Tad un tikai tad  mēs varēsi būt paši. tad mēs varēsim noteikt paši savu nākotni. Un, protams arī savu tagadni. Un beidzot dzīvot pilnu krūti, nevis maskās, pastāvīgā skābekļa badā un bailēs no kaut kā nezināma un netaustāma.Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
164,20.05.2021 13:48:09,Āgenskalna klīnika,,,"Ļoti interesanta ziņa. Izrādās, ka donoru centri ASV, kas ir sarkanā krusta pakļautībā neņem vakcinētos. Kāpēc? Jo vakcīna ""noslaukot"" visas dabīgās antivielas. Tad jautājums: kāpēc mums vajadzīga tāda vakcīna?Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
167,22.05.2021 08:24:01,Āgenskalna klīnika,,,"Atkal un atkal ne viens vien šajā pasaulē uzdod gan sev gan arī citiem jautājumu: kāpēc tas viss, jeb kā vārdā? Šobrīd ir diezgan skaidra bilde - šobrīd populārais vīruss nav bīstamāks par gripu. Jā nedaudz atšķirīgs klīniskajās izpausmēs, bet mirstības ziņā lielas atšķirības nav. Toties vakcinācija, gan, šķiet, nodara lielāku ļaunumu kā pats vīruss. Tik daudz blakņu no kādas vakcīnas nav īsti vēsturē vēl pieredzēts. Tāda izmēra un apjoma klīnisko eksperimentu ar nepārbaudītu un uz dzīvniekiem testus neizgājušu vakcīnu arī pasaule vēl nav pieredzējusi. Pie tam tas viss notiek piespiedu kārtā un ar milzu mārketinga budžetu. Tos, ko nevar piespiest mēģina nopirkt un tos, ko nevar nopirkt mēģina piespiest. Bezprecedenta gadījums mierlaika pasaules vēsturē. Nesenā vēsturē zināmie šāda veida zāļu izmēģinājumi ir notikuši tikai Nacistiskajā Vācijā un Staļiniskajā Padomju savienībā. Vienīgi viņu mērķis bija tiešām izmēģināt jaunas un bīstamas zāles un ārstēšanas metodes. Šobrīd, šķiet, ka pamata mērķis nav izmēģināt zāles, bet kaut kas vairāk un zāles ir tikai iegansts un arī ierocis. Līdz ar to medicīna tiek devalvēta pilnībā. Tā tiek pārvērsta no labestīgas metodes, kuras mērķis ir palīdzēt cilvēcei par masu iznīcināšanas ieroci.Un vēl viena interesanta detaļa - pagājušā pavasarī visi, kas atļāvās saukt lietas īstajos vārdos, tika nodēvēti par konspirācijas teoriju piekritējiem. Šobrīd redzam, ka ļoti daudzas no ""konspirācijas teorijām"" piepildās un jau ir piepildījušās.  Tad spriediet paši kas ir konspirācijas teorijas un kas ir to patiesie izplatītāji. Pieliek klāt vēl cenzūru- faktčekerus un citus darboņus un bilde paliek pavisam skaidra. Pievienoju (jau atkal) Maika Jīdona (Mike Yeadon) pārdomas šajā sakarā. Un piedevām vēl Paula Šreiera (Paul Schreyer) vēstures apskatu, jeb atskatu vēsturē no Padomju Savienības sabrukuma līdz mūsu dienām.  Ir interesanti.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
174,22.05.2021 20:31:43,Āgenskalna klīnika,,,"Pēc oficiāli neapstiprinātām ziņām šodien Vakcinācijas centrā pēc potes esot miris ap 30 gadus jauns vīrietis. Viņa draudzene esot reanimācijas nodaļā. Tā lūk. Vakcinējieties droši, jo tās ir pārbaudītas un atzītas par drošām esam. Tikai nav veikts pilns pētījumu cikls. Un šis vīrietis neizturēja eksperimentu. Bet viņš esot izglābis vairākus cilvēkus, kas tūdaļ pēc notikušā esot atstājuši vakcinācijas centru nesaņēmuši savu eksperimentālās gēnu terapijas devu.Līdzjūtība tuviniekiem.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
176,22.05.2021 22:38:35,Āgenskalna klīnika,,,"Cik saprotu informācija par šodien, iespējams, pēc vakcinācijas mirušo vīrieti tika atsaukta un tiks precizēta. Ja kādam ir kāda informācija šī iespējamā negadījuma sakarā, lūdzu dalieties. Palīdzēsim noskaidrot patiesību.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
205,05.06.2021 21:12:12,Āgenskalna klīnika,,,"šajā laikā viens no vārdiem, kas strauji nāk dienas kārtībā ir ""Diskriminācija"". Tā notiek ik uz soļa. Un mūsu valdībnieki to sola ar vien vairāk. lai gan Veselības ministrija solīja, ka vakcinācija nebūs obligāta, solījums, iespējams, ir piemirsies. Vai arī labā roka nezina ko dara kreisā. Klajš diskriminācijas piemērs ir RSU. Tā ir universitāte, kas apmāca jaunos ārstus. Un rektors ir Aigars Pētersons. Arī ārsts. Un labs bērnu ārsts. Pats esmu pie viņa mācījies bērnu ķirurģiju. Kas pēkšņi ir noticis ar mūsu vadošajiem ārstiem? Kāpēc tie nevēlas vai negrib saprast, ka vakcinācija pret kovidu ir medicīnisks eksperiments. Un skaitļi liecina, ka mirstība no šīs ligas ir 0,15% pēc jaunākajiem datiem. Līdz ar to tā neatšķiras no gripas. tad kādēļ jaunie ārsti ir jāspiež vakcinēties? kādēļ tiem ir jārada situācija, ka mācīties bez kovidšprices ir faktiski neiespējami? Šī ir vistiešākā veidā diskriminācija. Un arī mobings. Tas attiecas arī uz citām iestādēm un darba vietām, kas pieprasa šīs injekcijas. Absolūti nelikumīgi pieprasa. Jo neviens iestādes vadītājs neuzņemas nekādu atbildību par sekām, kas var rasties no šīs eksperimentālās gēnu terapijas. Man ir paciente kas sašpricējusies pēc darba devēja pieprasījuma un tagad viņai ir jāārstējas. Kurš personīgi ir par to atbildīgs? Faktiski tas, kurš pieprasīja šo injekciju. Līdz ar to droši var sūdzēt tiesā un uzvarēt. Un piedzīt kompensāciju par morālu un materiālu kaitējumu. Tas viss IR iespējams. Un tas IR JĀDARA. Faktiski jau pie pirmā kovidšprices pieprasījuma ir jāpalūdz, lai darba devējs uzraksta to rakstiski un tad ar šo dokumentu jādodas pie Tiesībsarga, uz prokuratūru un daba inspekciju. RSU gadījumā tas noteikti ir jāapstrīd un ceļš tāds pats - Tiesībsargs, prokuratūra un vē, cik dzirdēju, tad Saeimas deputāte Jūlija Stepaņenko organizē juridisku palīdzību šajā gadījumā. Tad rakstiet arī viņai: julija.stepanenko@saeima.lv . Jo vairāk būs šādu iesniegumu, jo labāk. Jo skaidrāk mēs pateiksim valdībniekiem, ka mēs šim šovam nepiekrītam. ka mēs nepiedalāmies. Un šī IR DISKRIMINĀCJA. Un tā IR JĀSODA. Tas ir noziegums. Cīnāmies, darām un uzvarām. Mēs uzvarēsim.Klāt pievienoju iesniegumu par diskrimināciju. Aizpildiet un nosūtiet attiecīgajiem adresātiem. Šo iesniegumu var lietot plašāk, kā mēs varam iedomāties.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
226,22.06.2021 17:15:14,Āgenskalna klīnika,,,"Kāmēr mūsu hunta ar dižo vadoni priekšgalā domā ko darīt, izrādās Indijā jau rīkojas - tur jau notiek vardarbīga piespiedu vakcinācija ar armijas palīdzību. Cerams, ka līdz mums šis ārprāts nenonāks, kaut gan ne par ko  nevaram šai pasaulē būt droši. Diemžēl.Atkārtošos, bet šī nav vakcīna, tā ir nepārbaudīta, eksperimentāla gēnu injekcija, ko mums mēģina pasniegt kā izeju no valdības un mediju radītās krīzes un kā vienīgo izdzīvošanas garantu. Lai gan nu jau pasaulē tiek minēti dažnedažādi slavenā vīrusa mutāciju varianti un tāpat pienāk ziņas, ko no vairākiem, kā izrādās šīs šprices nemaz nepasargā. Un tādēļ tomēr ierobežojumus nedrīkst atcelt. Nerunāsim par to, vai šīs injekcijas vispār no ka pasargā un kam tās patiesībā ir domātas, bet, ja jau nepasargā no variantiem, tad kādēļ tās mums vajadzīgas? Un, ja vadonis uzskata, ka vajadzīgas, tad lūdzu nejauciet šeit iekšā medicīnu. Tās šeit nav. Ne kripatiņas. Medicīna sākas tur, kur ir sašpricētie. Liela daļa no viņiem piedzīvo lielākas, jeb mazākas blaknes. Tikko runāju ar vienu savu paziņu - vakar dabūjis otro injekcijas devu. Vakar un šodien esot ""nekāds"". ""Grūti saņemties darbiem un saprast kas jādara"". Tad kādēļ mums tāda iela, kas neved uz baznīcu - kā vienā vecā padomju laika filmā jautāja personāžs? Domājam. Un pieņemam paši savus lēmumus.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
229,01.07.2021 10:21:03,Āgenskalna klīnika,,,"Britu ārsts un pētnieks Vernons Kolemans (Vernon Coleman) ir ierakstījis video, kurā viņš skaidro kāpēc vakcinācija ir bīstama. Bez tam izrādās, ka tā ir bīstama ne tikai pašiem špricētajiem, bet bīstama arī apkārtējiem. Tas notiekot tāpēc, ka špricētie palīdz vīrusam mutēt (mainīties) un, jo vairāk špricēto, jo vairāk būs mutāciju - jaunu vīrusa variantu. Un, kas ir sliktais šai stāstā, vīruss kļūs ar vien spēcīgāks un bīstamāks. Bez tam jaunās vakcīnas, kas tiks tuvākajā nākotnē saražotas, nepasargās, jo, kā tas zināms, no gripas vakcīnu pieredzes, zinātnieki un rūpniecība nespēj būt ātrāki par vīrusa spēju mutēt. Līdz ar to, tāpat kā gripas gadījumā, arī šajā tā ir cīņa ar vējdzirnavām. Tas ir mēģinājums noķert vēju. Bet vai tas ir mērķis? Dr.Kolemans domā, ka nē. Mērķis ir pavisam cits un tik šausmīgs, ka prāts atsakās to pieņemt. Un tas ir depopulācija. Faktiski visa šī jezga ir nekas cits kā cilvēku populācijas masveida samazināšana. Jo Bills Geits (Bill Gates) jau savulaik bija teicis, ka planēta ir pārapdzīvota. Briesmīgi. Bet patieso ainu parādīs rudens un ziemas periods. Tad būs redzams kas notiks. Tas, ko varu ieteikt visiem - gan špricētajiem, gan nešpricētajiem ir stiprināt savu imunitāti - ēst veselīgi un sabalansēti, sportot regulāri, meklēt un sameklēt pozitīvas emocijas ikdienā, katru dienu. Uzturēt sevī možu garu, izslēgt televizoru, nelasīt ziņas. Vismaz meinstrīmu nelasiet. Tas uzdzen depresiju un samazina jūsu imunitāti. Turamies. 🙂Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDraugu"
234,01.07.2021 22:13:02,Āgenskalna klīnika,,,"Te arī vakcinācijas sekas: Izraēlā cilvēki slimo vasarā ar tiem vīrusiem, ar kuriem tie parasti slimo ziemā. Tad iznāk tā, ka pirmkārt vīrusi nezināmu iemeslu dēļ cirkulē sabiedrībā ārpus gadalaika un otrs, ka vienā no visašpricētākajām valstīm pasaulē cilvēki nav spējīgi nostāvēt pretim parastiem vīrusiem vasaras laikā. Jautājums: kas notiks ziemā? Ziemā, iespējams būs respiratoro (elpceļu) vīrusu uzliesmojums, ko mums pasniegs kā kārtējo kovidvilni un testi būs pozitīvi un tad sāksies jautrība ar visiem iespējamiem jaunvārdiem - mājsēdēm un citām jautrām lietām. Tas jau scenārijā ir rakstīts droši vien. Bet par patieso saslimstības iemeslu neviens nerunās, izņemot dažus atkritējus. Un neviens nemēģinās saistīt šos elpceļu saslimstības uzliesmojumu ar ilgstošu un nemotivētu masku valkāšanu un arī protams jaunajām špricēm. Vainīgs būs kovic un arī nešpricētie, kas ir tik neapzinīgi, ka nerūpējas par sabiedrības veselību - lasi globālistu un viņu pakalpiņu plāniem, bt gan patiesi rūpējas, lai būtu veseli un spēcīgi cilvēki gan fiziski, gan arī garīgi.Bet viena lieta ir skaidra - šī ir viņu plāna agonija. Un mēs uzvarēsim. Visai drīz.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #IzglabDrauguhttps://www.jpost.com/health-science/covid-19-might-be-over-but-viral-infections-in-israel-are-surging-671354"
