message_id,timestamp,sender,fwd,reply,content
13,25.02.2021 11:34:41,Āgenskalna klīnika,,,
15,02.03.2021 23:00:52,Āgenskalna klīnika,,,"Augsti godājamais Kariņa kungs atkal mums draud ar kārtējiem ierobežojumiem, jo lūk nākot mutanti. Tā īsti nevar saprast vai viņš būtu kompjūterspēles pārspēlējies, jeb tā būtu kāda vajāšanas mānija īpaši smagā formā? ļaunāku šo situāciju padara fakts, ka viņš ir premjersministrs un lemj par visas Latvijas iedzīvotāju labklājību. Es neesmu liels skaitļu pazinējs, bet vienu skaitli no otra māku atšķirt un māku tos arī salīdzināt vismaz tādā kā noteikt kurš ir lielāks, kurš mazāks. Tad pielietojot šīs savas prasmes dzīvē un papētot mirstības statistiku (oficiāli pieejamu), secinu, ka mirstība Latvijā nav palielinājusies salīdzinājumā ar pēdējās desmitgades vidējo. Līdz ar to loģisks ir jautājums - kādēļ mums ir vispār kādi ierobežojumi? Un kādēļ par tiem vēl joprojām tiek runāts? Sen taču bija tis jāatceļ. Var pat neatvainoties tautai, kaut gan tas būtu tikai normāli. Paradokss ir tāds, ka, izrādās, mirstība ir mazāka trešās pasaules valstīs - nabadzīgajās valstīs, kur nekādi ierobežojumi nav un nav bijuši. Pievienoju Del Bigtree sarunu ar izmeklējošo žurnālistu Jeffrey Jaksen, kurā skaidri un gaiši tiek pateikts, ka visi ierobežojumi nāk tikai un vienīgi par ļaunu cilvēku veselībai. Apzinoties, ka dažādi maniakāli stāvoklī ar bailēm un uzmācīgām domām ir grūti pārvarami un arī to, ka Kariņa kungs ir atbildīgs lielā mērā par Latvijas tautas veselību un labklājību, piedāvāju viņam bezmaksas konsultāciju. Homeopātijā ir efektīvi preparāti baiļu, psihožu un maniakālu stāvokļu ārstēšanai. Tas būtu mans neliels ieguldījums Latvijas tautas atbrīvošanā no nevajadzīgām un pilnīgi liekām ciešanām. Papildus piedāvāju bezmaksas konsultāciju arī Pavļuta kungam. Iespējams, ka tādējādi mums kopīgiem spēkiem izdosies pārvarēt krīzi un atcelt nepamatotos ierobežojumus. Kopā mēs varam!!!  /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem https://www.bitchute.com/video/LBpQjwNrTb6Y/"
16,02.03.2021 23:56:29,Āgenskalna klīnika,,,"Varbūt mums būtu jāseko Teksasas piemēram? Tur kovidēmija beidzās, kā izskatās."
17,02.03.2021 23:56:29,Āgenskalna klīnika,,,
18,03.03.2021 11:42:13,Āgenskalna klīnika,,,"Paldies Andrim Ciekuram par labo darbiņu. Viņš ir publiskojis Ministru kabineta sēžu protokolus. Interesantas lietas atklājas. Pēc Premjera Kariņa domām visa šī Cov... histērija ir jāstiepj līdz rudenim, lai uzturētu cilvēkiem baiļu sindromu un tādējādi piespiestu viņus potēties. Diezgan nekrietni, manuprāt. Bet ar šādiem cilvēkiem ir jāsadzīvo šobrīd. Līdz kaut kas mainīsies. Manuprāt svarīgāks par visu ir saglabāt veselo saprātu un skaidru skatu uz dzīvi un procesiem tajā. Kopā mēs varam!!!  /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem TE saite uz Andra Ciekura raidījumu: https://www.facebook.com/gaismastimeklis/videos/888456051888877/"
19,04.03.2021 13:06:41,Āgenskalna klīnika,,,
20,05.03.2021 14:19:04,Āgenskalna klīnika,,,"Dīvainā kārtā vakar manis Facebook ievietotais video, kurā vācu ārsts Bodo Schiffmann asarām acīs stāsta par kārtējo mirušo bērnu maskas lietošanas rezultātā pazuda no Klīnikas profila. Diezin vai tā ir sakritība, jo vakar ļoti īsā laikā “neatkarīgie” apzīmogoja to ar kvalitātes zīmi. Acīm redzot rečekisti ar Sabīni Bērziņu un viņai līdzīgajiem atbalsta bērnu spīdzināšanu, tāpat kā atbalsta visu pārējo ārprātu, kas notiek gan Latvijā, gan pasaulē. Tāpat kā viņi atbalsta medicīniskus izmēģinājumus ar cilvēkiem bez to informētas piekrišanas. Un tas jau, iespējams, ir Nirnbergas koda pārkāpums un, iespējams, krimināli sodāms. Ceru, ka līdz tam mēs visai drīz nonāksim, kad tiesās visus šajā pasaules lielākajā afērā un medicīniskajā eksperimentā iesaistītos. Un viņiem būs jāatbild par to cilvēku sakropļotām dzīvēm, veselību, izjukušajām ģimenēm, pašnāvībām, priekšlaicīgām nāvēm. Par visu to, ko rada šī afēra. Domājam labas domas, mēģinām stāvēt pret šo haosu, kas mums tiek uzspiests un saglabājam veselo saprātu. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
21,05.03.2021 21:18:23,Āgenskalna klīnika,,,
22,06.03.2021 23:05:13,Āgenskalna klīnika,,,"Re kā. Stokholmā šodien bijis mītiņš par demokrātiju. Cilvēki, bez maskām ielās, daudz cilvēku. Esot bijis ap tūkstoti."
23,06.03.2021 23:05:13,Āgenskalna klīnika,,,
24,06.03.2021 23:06:40,Āgenskalna klīnika,,,Te vēl turpinājums. Spriediet paši un domājiet. 🙂  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem
25,06.03.2021 23:06:40,Āgenskalna klīnika,,,
26,07.03.2021 17:55:22,Āgenskalna klīnika,,,"Man rokās nonāca divi visai interesanti dokumenti - viens - ASV patents, kurš ir iesniegts patentu valdē 2015. gada 13. oktobrī un patentēts tika ....... C19 testēšanas aprīkojums un metode. Un otrs dokuments apliecina C19 aparatūras un testu iepirkumu ASV, Eiropā un citur pasaulē, kas savukārt notika 2018.gadā. Vai nav dīvaini? Šķiet, ka nē, ja pieņemam to, ka šis viss teātris bija plānots jau iepriekš un šie dokumenti ir tikai pierādījums tam. Domājiet, vērojiet un vēlreiz domājiet. Viss nav tā, kā tiek pasniegts. Kā padomju laikos, ir jāmācās lasīt starp rindām un bez rindām. Liekot kopā gabaliņu pa gabaliņam un ar laiku puzzles bilde atklāsies. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
27,07.03.2021 17:55:22,Āgenskalna klīnika,,,
28,07.03.2021 17:55:36,Āgenskalna klīnika,,,
29,07.03.2021 20:01:12,Āgenskalna klīnika,,,Šeit ir pieejams jaunais Brīvvalsts TV ziņu raidījums. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #brivvalststv
30,07.03.2021 20:01:12,Āgenskalna klīnika,,,
31,07.03.2021 20:28:08,Āgenskalna klīnika,,,
32,08.03.2021 10:07:49,Āgenskalna klīnika,,,
33,08.03.2021 10:25:21,Āgenskalna klīnika,,,"Šeit viens dokuments, ko sagatavojusi Pasaules Ārstu alianse par masku lietošanu. Ar atsaucēm uz oficiāliem datiem un pētījumiem. Maskas, kā zināms pilnīgi neko nedod aizsardzībai pret vīrusiem. Un tās Jūsu veselībai nodara vairāk ļaunuma nekā labuma. Lasiet un domājiet.  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
34,08.03.2021 10:25:21,Āgenskalna klīnika,,,
35,09.03.2021 11:32:16,Āgenskalna klīnika,,,"Šeit ir blakņu apkopojums Apvienotajā Karalistē no Pfizer vakcīnas, kas ir populāra arī pie mums. Blakņu sarakstā, daudz vēdera problēmu virs 100 nāves gadījumu , aklums un citi jaukumi. Laipni lūgti uz vakcinācijas kabinetu, mīļie izmēģinājuma trusīši.  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
36,09.03.2021 11:32:16,Āgenskalna klīnika,,,
37,09.03.2021 13:53:01,Āgenskalna klīnika,,,"Te arī Astra Zeneca vakcīnas blaknes, kas ietver aklumu, parēzes, sāpes dažādās ķermeņa daļās un ap 200  mirušajiem. Tas viss Apvienotajā Karalistē. Laipni lūgti vakcinēties. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
38,09.03.2021 13:53:01,Āgenskalna klīnika,,,
39,11.03.2021 13:01:32,Āgenskalna klīnika,,,"Mūsu valsts atbildīgās amatpersonas Kariņš, Pavļuts un citi aktīvi aģitē un izdomā arvien nekrietnākus paņēmienus kā piespiest cilvēkus vakcinēties pret to gribu. To viņi dara noklusējot faktu, ka vakcīnas NAV pārbaudītas tā, kā tam būtu jābūt, tās nav izgājušas pilnu izmēģinājumu ciklu un tātad tā ir eksperimentālas. Ja atceramies vēsturi, tad pavisam nesen - 20. gadsimta 30 un 40 gados bija divas lielvaras - Vācija un Padomju savienība, kuru vadības veica nelikumīgus eksperimentus ar cilvēkiem. Tas notika koncentrācijas nometnēs ar tajās ieslodzītajiem. Vai šobrīd pasaule un tai skaitā Latvija, pārvēršas par vienu lielu koncentrācijas nometni? vai tiešām cilvēku varaskāre  ir tik liela un vēsturiskā atmiņa tik vāja? Vai vis izšķir slāpes, slāpes pēc naudas. Tik daudz kā vēl nekad? Zemiski. Ļoti zemiski. Ļoti zemiski Kariņa kungs. Ļoti zemiski Pavļuta kungs. Jūs nostājieties pret savu tautu, pret saviem cilvēkiem. Jūs personīgi esiet un būsiet atbildīgi par visām blaknēm, par visiem mirušajiem šajā Jūsu vadītajā eksperimentā. Tā ir Jūsu personiskā atbildība. Un tā būs ļoti, ļoti smaga nasta. Jau tagad ar visiem ieviestajiem ierobežojumiem ir sabojātas ļoti daudzas dzīves, ļoti daudzi cilvēki cieš Jūsu ieviesto ierobežojumu dēļ. Un ciešanu būs vēl vairāk. Un jums būs par to jāatbild. Ja ne tiesas priekšā, tad vismaz savas sirdsapziņas priekšā. Un tā jūs mocīs līdz mūža beigām, ja vien jūs apjautīsiet to postu, ko sējat. Un jūs to apjautīsiet agri vai vēlu. Bet sapratīsiet. Bet ceras, ka taisnība uzvarēs un jums būs jāstājas tribunāla priekšā par noziegumiem pret cilvēci, par noziegumiem pret savu tautu. Taisnība uzvarēs!!! Šeit sarakstiņš ar vakcīnu blaknēm ar visām norādēm uz oficiāliem avotiem. Lasiet un domājiet.  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem https://vernoncoleman.org/articles/how-many-people-are-vaccines-killing"
40,11.03.2021 19:07:01,Āgenskalna klīnika,,,Iedegsim sveces par mūsu brīvību katru vakaru plkst.19.00 laikā no 11. līdz 20.martam. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem
41,11.03.2021 19:07:01,Āgenskalna klīnika,,,
42,12.03.2021 15:12:57,Āgenskalna klīnika,,,
44,12.03.2021 15:44:24,Āgenskalna klīnika,,,"Šeit ir, manuprāt, ļoti lietderīga iniciatīva - portālā manabalss.lv ir iespēja parakstīties par jaunizveidotā Vakcinācijas biroja likvidāciju. Interesantākais ir fakts, ka vienas dienas laikā jau šī iniciatīva ir savākusi ap 10 000 balsu. Cilvēki nav vienaldzīgi un viņiem rūp tautas veselība un valsts labklājība. Parakstīties var šeit: https://manabalss.lv/par-vakcinacijas-biroja-likvidesanu/show  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
45,12.03.2021 18:38:17,Āgenskalna klīnika,,,
46,14.03.2021 20:03:36,Āgenskalna klīnika,,,
47,14.03.2021 20:04:41,Āgenskalna klīnika,,,Šeit var noskatīties jauno Brīvvalsts TV raidījumu: https://www.facebook.com/daniels.baltais/videos/3779688978782583
48,14.03.2021 23:15:03,Āgenskalna klīnika,,,Ļoti emocionāla un aizkustinoša Īrijas ģimenes ārstes uzruna par situāciju pasaulē. Ir vērts noskatīties.  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem
49,14.03.2021 23:15:03,Āgenskalna klīnika,,,
50,15.03.2021 12:10:34,Āgenskalna klīnika,,,"Vakcinācija pret Covid, laikam ejot, izraisa ar vien vairāk jautājumu. Ar vien vairāk šaubu par to patieso mērķi. Ar vien vairāk šaubu par to drošību un nepieciešamību. Šīs visas šaubas pastiprina valdības aktīvā (pārlieku aktīvā) rīcība minēto vakcīnu piedāvāšanai (uzspiešanai) sabiedrībai. Tas ir zināms fizikas likums, jo lielāks spēks darbojas uz virsmu, jo lielāks spēks darbojas pretim. Arī dzīvē šis likums darbojas perfekti. Jo vairāk mūs spiež vakcinēties, jo vairāk mēs mēģināsim no tā izvairīties un jo vairāk cilvēku mēģinās izvairīties - atrast tādus vai citādus ceļus, lai nesaņemtu sev pienākošās indes devu. Un nesauciet mani par antivakseri vai zinātnes noliedzēju. Šeit nav zinātnes. Šeit ir tukša propaganda un biznesa intereses un arī vara ambīcijas. Nekādas zinātnes šeit nav un nekad nav bijis. Ne saistībā ar pašu vīrusu, ne arī vakcīnām pret šo vīrusu. Tie, kas mēģina iebilst un rakstīt skarbos komentārus, varbūt izslēdziet uz nedēļu televizorus un radio, neskatieties un nelasiet ziņas. Neko svarīgu jūs garām nepalaidīsiet. Bet atveriet acis un paskatieties apkārt. Pasaule izskatīsies pavisam savādāka. Un mazāk baisa. Un arī nāvējošais vīruss, iespējams būs pazudis no jūsu mājas un pagalma. Šeit vēlējos padalīties ar savu kolēģu rakstīto - daudzi jautājumi par vakcīnām - Eiropas ārstu un zinātnieku atklāta vēstule Eiropas zāļu aģentūrai. Izlasiet. Ar visām atsaucēm. Nopietnām atsaucēm. Un zinātniski.🙂 Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem https://doctors4covidethics.medium.com/urgent-open-letter-from-doctors-and-scientists-to-the-european-medicines-agency-regarding-covid-19-f6e17c311595"
51,15.03.2021 22:28:18,Āgenskalna klīnika,,,"Bija vajadzīgi 5 brīvvalsts TV raidījumi, lai ""patiesības ministrija"" bloķētu youtube kanālu, kurā tika translēti šie raidījumi. Pamatojums: medical misinformation. Smieklīgi. jautājums, kurš medicīnas eksperts to izlēma? Vai tā bija Sabīne Bērziņa no ReBaltika vai kāds līdzīga statusa un izglītības medicīnas eksperts? Bet fizika ir fizika. Un tā darbojas. Jo liekās spiediens uz virsmu, jo lielāks pretspēks. Jo vairāk alternatīvi domājošos bloķē, jo tas attīsta kreativitāti un liek domāt plašāk. Tas viss ir uz attīstību. Un tas priecē. Mēs visi augam caur šo neordināro situāciju. Un no tās iziesim daudz gudrāki, daudz stiprāki un daudz saliedētāki kā tai sākoties.  Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
52,16.03.2021 09:11:32,Āgenskalna klīnika,,,"Šeit interesants raksts par rečekistu patieso seju un finansējumu. Varu viņiem pačukstēt, ka vārda brīvību Latvijā neviens nav vēl atcēlis. Vismaz oficiāli nē. Līdz ar to mums visiem ir tiesības uz savu viedokli. Lai arī nepareizu, subjektīvu. Bet ir tiesības. Tāpat kā mūsu oponentiem ir tiesības uz savu. kā lab zināms: patiesība dzimst strīdos (diskusijās). Un tas ir arī demokrātiskas sabiedrības stūrakmens - brīvi runāt, brīvi paust savu gribu un nostāju. Jo, ja šodien samierināmies ar vārda cenzūru, rīt būs noteikts par ko jābalso vēlēšanās un parīt vēlēšanas notiks bez mums, jo rečekisti kopā ar citiem čekistiem būs jau mūsu vietā sakārtojuši lietas un ievēlējuši vajadzīgos cilvēkus vajadzīgajās vietās. Tādēļ pats brīvi paužu savu viedokli un aicinu citus darīt tāpat. Bez bailēm. Un, kā lasīju komentāros pie viena no saviem ierakstiem: rečekistu zīmogs Facebook profilā ir zināma kvalitātes zīme. Tas nozīmē, ka viss ir pareizi. Esam brīvi, brīvi elpojam, brīvi domājam, brīvi paužam savus viedokļus, lai kādi tie arī būtu. Un tad mēs patiešām jutīsimies un būsim brīvi. Brīvi no visām važām, stereotipiem, cenzūras, maskām, ierobežojumiem, lokdauniem. No visa, kas degradē cilvēku kā augstāko būtni, cilvēku, kā personību. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailemhttps://marcisjencitis.com/atmaskoti-rebaltica-un-recheck/"
53,16.03.2021 10:53:44,Āgenskalna klīnika,,,"Nu re, lietas risinās kā vecajā labajā Padomju savienībā. Pirms kāda laikā biju savā Telegram kanālā un arī FB lapā nopublicējis informāciju par PCR testiem. Informācija bija zinātniski pamatota un balstīta gan uz PCR testa izstrādātāja Karen Mullis teikto, gan arī uz paša testa tehnisko informāciju. Tas gan netraucēja Saeimas deputātam Andrim Skridem nosūtīt iesniegumu Valsts Policijai ar lūgumu izvērtēt manu viedokli. Vai tas nozīmē, ka atsevišķi personāži šai visā teātrī uzskata, ka viedoklis ir cenzējams jebkuriem līdzekļiem. Neizdevās viedokli cenzēt ar Veselības inspekcijas palīdzību, tagad uz skatuves jānāk Valsts policijai. Vai tas būtu cenzūras mēģinājums godājamais Dr.Skride? Jeb tā būtu neslavas celšana, kas mūsu valstī ir krimināli sodāma? Jeb kas ir tas, ko Jūs mēģiniet pateikt ar šīm savām darbībām un iesniegumiem dažādām valsts institūcijām? Patiesību jau nevar noslēpt. Tā vienalga taps redzama agrāk vai vēlāk. Un pilnīgi neatkarīgi no tā vi deputāts Skride vēlas to vai nē. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem"
54,16.03.2021 19:31:44,Āgenskalna klīnika,,,
55,18.03.2021 08:36:36,Āgenskalna klīnika,,,"Laikā, kad pasaulē valda dīvainas lietas un varas vīru darbības kļūst aizvien attālinātākas no rūpēm par savām tautām, ir ļoti būtiski mums visiem turēt možu garu, celt savas vibrācijas, un būt  brīviem savā apziņā, savā būtībā. Aicinu visus šī gada 20.martā plkst 12. apvienoties un vienoties kopīgā dziesmā, kopīgā lūgšanā par savu tautu, par mūsu bērniem, par mums pašiem. Dziedāsim no sirds visi kopā vienā laikā, vieniem vārdiem vienā melodijā. Lai kur arī katrs mēs atrastos, mēs esam kopā, mēs esam vienoti. Vēlāk šeit būs saite uz kopīgo ierakstu.Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem https://www.facebook.com/events/878944526284136/"
56,19.03.2021 18:26:30,Āgenskalna klīnika,,,"Šeit ir arī gala produkts - mūsu saruna ar Artūru Berni. Par dzīvi, vīrusiem un citām interesantām lietām.Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailemhttps://www.facebook.com/BernisArturs/videos/191018589161921/"
57,21.03.2021 13:12:57,Āgenskalna klīnika,,,"Šovakar, kā katru svētdienas vakaru, skatāmies, jau ierastajā laikā plkst 20.00, Brīvvalsts TV kārtējo ziņu izlaidumu. Būs interesanti. Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem www.facebook.com/brivvalsts.tv"
58,21.03.2021 19:58:33,Āgenskalna klīnika,,,Šeit arī jaunais Brīvvalsts TV ziņu raidījums. Skatāmies un baudām. https://www.brivibasplatforma.lv/brivvalsts-tv-zinas-21-03-2021/Kopā mēs varam!!! /Dr.E.Mednis/  #AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailem #brivvalststv
59,23.03.2021 11:55:35,Āgenskalna klīnika,,,"Šodien mums bija interesanta saruna ar manu kolēģi Dr. Pēteri Apini par bērniem, viņu sajūtām psihopandēmijas laikā, bērnu alkoholismu, narkomāniju un citām šīs pandēmijas sekām šobrīd un nākotnē. Skatieties, dalieties. Rūpējamies par saviem bērniem. Ceļam viņus ārā no depresijām, nomāktības, neko negribēšanas. Ejam ar viņiem dabā, sportojam kopā, uzmundrinām viņus. Un šādi mēs visi kopā kāpjam ārā no tās bedres, kurā valdoņi mūs pūlas iegāzt.Kopā mēs varam!!!/Dr.E.Mednis/#AgenskalnaKlinika #GribuSportot #KopaMesVaram #DziveBezBailemSkatieties, dalieties, baudiet. 😁❤️ https://www.facebook.com/apinispeteris/videos/814915926050231/"
